epoch,train_loss,train_grad_norm,lr,seconds,val_accuracy_ema,val_accuracy_raw,val_loss_ema,best_accuracy
1,0.2225584393514777,0.2448974536612349,1.9048916835743906e-05,90.63585449999664,0.14567678589319707,0.14116821961727283,0.13247704562055432,0.14567678589319707
2,0.1836303903359287,0.6192487917981058,3.950556694634746e-05,74.36683830000402,0.4487526299969943,0.4665865143773169,0.09946893089586288,0.4487526299969943
3,0.16552054928158813,0.9779884864924089,7.136721109059446e-05,77.26368250000814,0.6628594329225529,0.631299468991083,0.07306365759470529,0.6628594329225529
4,0.15270636469688056,0.8081003121834881,0.00011151454260427857,81.41653170000063,0.757940086163711,0.7092475703837291,0.05731375722944074,0.757940086163711
5,0.14483058770310203,0.6445776602682077,0.0001560170725843859,80.69985920000181,0.8047289850716361,0.7664562669071235,0.049019515744661735,0.8047289850716361
6,0.13854350571362478,0.5403263103062251,0.00020051793113077778,75.17247409999254,0.8307784791103096,0.763751127141569,0.0440159055336529,0.8307784791103096
7,0.13512001585847927,0.47257731027198285,0.0002406604119793888,74.93790869999793,0.8536218815749925,0.7949103296262899,0.04087518429568948,0.8536218815749925
8,0.13153636168196517,0.4319539267162107,0.0002725145011151868,74.94495330000063,0.869451958721571,0.8222622983668971,0.038275256243497716,0.869451958721571
9,0.12824462650519497,0.3944593914162438,0.00029296163152155234,75.0569789000001,0.8752629996994289,0.8369902815349164,0.03645068832288977,0.8752629996994289
10,0.12476996527527863,0.3719491892265824,0.0002999999999479474,75.11915530000988,0.8849814647830878,0.8419997996192766,0.03423511024048316,0.8849814647830878
11,0.12184761767117483,0.3587856667334179,0.00029990848645494614,75.24098079999385,0.8911932672076947,0.8643422502755235,0.03309409887340584,0.8911932672076947
12,0.11863399181163536,0.35263713494786675,0.0002996343332938392,75.01637720000872,0.8962027852920549,0.8657449153391443,0.031704916400699994,0.8962027852920549
13,0.11566756105647896,0.3443847440211278,0.00029917787447802344,81.33245669999451,0.9001102093978559,0.8552249273619877,0.030372456613397707,0.9001102093978559
14,0.11326645449647364,0.3453186727357361,0.0002985396661322538,57.73610500000359,0.9068229636308988,0.8702534816150687,0.029010329250342956,0.9068229636308988
15,0.1104378312713695,0.3404078565172429,0.000297720485815091,54.92669790000946,0.9090271515880173,0.8763650936779882,0.02799206914848793,0.9090271515880173
16,0.1090967215063437,0.3343493206770915,0.0002967213315715667,54.90047720000439,0.911331529906823,0.8907925057609458,0.027119277519889698,0.911331529906823
17,0.10733426816620917,0.3324640371664515,0.0002955434207172185,54.82898010000645,0.9136359082256287,0.891894599739505,0.02675864903926073,0.9136359082256287
18,0.10527941897230328,0.32555958646086025,0.0002941881883549793,54.81886359999771,0.9165414287145577,0.894800120228434,0.025876649633100726,0.9165414287145577
19,0.10456078428704783,0.3220105575053197,0.0002926572856267249,54.823269699991215,0.9178439034164914,0.8941989780583108,0.02558172817359992,0.9178439034164914
20,0.10216385773611518,0.320686592414694,0.00029095257770161216,54.84169380000094,0.919647329926861,0.908426009417894,0.025356935800001205,0.919647329926861
21,0.1017153299220328,0.31599156059746475,0.00028907614150365773,54.817934200007585,0.9193467588417994,0.894800120228434,0.024374762784203335,0.919647329926861
22,0.10040114635004188,0.3155670766897921,0.00028703026318132604,54.769252999991295,0.919647329926861,0.9048191563971546,0.024126785566852837,0.919647329926861
23,0.0986601701913015,0.3106289580014517,0.0002848174353222093,54.8817515999981,0.9207494239054203,0.9024145877166616,0.023813623766467167,0.9207494239054203
24,0.09790824384621855,0.3154644439299152,0.00028244035391619405,54.81457789998967,0.9242560865644724,0.9087265805029556,0.02311514963075562,0.9242560865644724
25,0.0973871276401124,0.3070771291964459,0.00027990191507081203,54.86472830000275,0.9231539925859132,0.9082256286945196,0.02307223874988614,0.9242560865644724
26,0.09560255231160038,0.307429236544753,0.00027720521148277984,54.91331080000964,0.9238553251177237,0.9063220118224626,0.022903728820536578,0.9242560865644724
27,0.09544273496517595,0.3023875649582665,0.00027435352867002423,54.925451700008125,0.9240557058410981,0.9065223925458371,0.022486827957040142,0.9242560865644724
28,0.09411780404594709,0.3035966959933065,0.00027135034096878436,54.8688700000057,0.9274621781384631,0.9140366696723775,0.022106726695769907,0.9274621781384631
29,0.09279200520717873,0.30201813549365636,0.00026819930730066874,54.78764059999958,0.9292656046488328,0.916240857629496,0.021614702713304706,0.9292656046488328
30,0.09343595101304775,0.2930008380086917,0.0002649042667148223,54.85223459999543,0.9302675082657048,0.9182446648632402,0.021320978435802024,0.9302675082657048
31,0.09251959433251956,0.2926915284091572,0.00026146923371063696,55.03676709999854,0.9300671275423305,0.9173429516080553,0.02131751044060374,0.9302675082657048
32,0.09057279578076219,0.3009080080210038,0.00025789839334670184,54.82684039999731,0.929866746818956,0.9181444745015529,0.021198924704781515,0.9302675082657048
33,0.09026147182538824,0.298362968811449,0.00025419609614195474,54.814157700006035,0.9301673179040176,0.9210499949904819,0.02076018153005003,0.9302675082657048
34,0.08955072952610142,0.29192060893998956,0.0002503668527752445,54.78302160000021,0.9318705540527001,0.9150385732892495,0.020424532423473505,0.9318705540527001
35,0.09074913191626657,0.28574239576200267,0.0002464153285897637,54.91691709999577,0.933273219116321,0.9226530407774772,0.020202425942563926,0.933273219116321
36,0.0908839721078018,0.27982772493137503,0.00024234633790904664,54.89228929999808,0.9329726480312593,0.9178439034164914,0.020282737991740213,0.933273219116321
37,0.089306667612971,0.2851093798032347,0.00023816483817145785,54.81333319999976,0.9334735998396955,0.9224526600541028,0.02018200719068248,0.9334735998396955
38,0.08774269111595064,0.28326907735388235,0.00023387592389031699,54.740325100006885,0.9350766456266907,0.9232541829476004,0.019851310217454274,0.9350766456266907
39,0.08709369820243908,0.28900256819320175,0.0002294848204470189,54.77292170000146,0.9349764552650035,0.9272617974150886,0.020051310189548303,0.9350766456266907
40,0.08724306223246286,0.278584350139465,0.00022499687772471174,54.84663719999662,0.9335737902013826,0.9200480913736099,0.019545370553316996,0.9350766456266907
41,0.0876500040095932,0.2768301235055024,0.00022041756359028803,54.999941799993394,0.9348762649033163,0.9253581805430318,0.019421000040708545,0.9350766456266907
42,0.08560205185469591,0.2830254898768551,0.00021575245723263122,54.93989760000841,0.9335737902013826,0.9295661757338944,0.01969286881132685,0.9350766456266907
43,0.08592729431840608,0.27943897476173796,0.00021100724236523366,54.95138179999776,0.9359783588818755,0.9241558962027853,0.019340546794968,0.9359783588818755
44,0.08521339419877753,0.2754995091006441,0.00020618770030146692,54.91534530000354,0.9380823564773069,0.9262598937982166,0.019099460187849665,0.9380823564773069
45,0.08572328381662099,0.27161038594988157,0.00020129970291094215,54.83754359999148,0.9359783588818755,0.9276625588618375,0.01869350706759268,0.9380823564773069
46,0.08471051406185583,0.2776039828163273,0.00019634920546554143,54.89088350000384,0.9370804528604348,0.9253581805430318,0.018802605910875576,0.9380823564773069
47,0.08238988348616744,0.2796632007045566,0.00019134223938383627,54.815494299997226,0.9360785492435628,0.9315699829676385,0.018845330247861353,0.9380823564773069
48,0.08260512728314355,0.2751734863418453,0.00018628490488273333,54.90069720000611,0.9349764552650035,0.9252579901813446,0.019031094158192027,0.9380823564773069
49,0.0827185379418562,0.2771724037460561,0.0001811833635452994,54.77755040000193,0.9379821661156197,0.931770363691013,0.018661475313855203,0.9380823564773069
50,0.08268829366789673,0.27426624413931144,0.0001760438308138221,54.89561490000051,0.9386834986474302,0.9334735998396955,0.018417478038257294,0.9386834986474302
51,0.08124455333037196,0.27548150782315234,0.00017087256841725033,54.8423793999973,0.9379821661156197,0.9320709347760745,0.01869743901427416,0.9386834986474302
52,0.08164984449322493,0.27672619212910815,0.0001656758767422424,54.86705479999364,0.9367798817753732,0.929866746818956,0.01901081766193818,0.9386834986474302
53,0.08060412741494628,0.27889987846590436,0.00016046008715711528,54.89622369999415,0.9392846408175534,0.9345756938182547,0.018326573593038294,0.9392846408175534
54,0.08206920164654839,0.2718134045657122,0.00015523155429804773,54.91078019999259,0.9367798817753732,0.934275122733193,0.01835099771576294,0.9392846408175534
55,0.07947355368508482,0.27683838201581307,0.00014999664832693479,54.842906100006076,0.9362789299669372,0.9302675082657048,0.018296660591906325,0.9392846408175534
56,0.0798625663302417,0.27298542242005186,0.0001447617471703267,54.90611710000667,0.9380823564773069,0.9338743612864443,0.018684154202085364,0.9392846408175534
57,0.07846552491328626,0.27569149836616696,0.00013953322874890822,54.83542619999207,0.9399859733493638,0.9339745516481315,0.018461484959922517,0.9399859733493638
58,0.0794149266056857,0.27692581378626374,0.00013431746320698425,54.89776359999087,0.9392846408175534,0.9307684600741408,0.018518223228766676,0.9399859733493638
59,0.0796906271590939,0.26821558921404604,0.00012912080515144048,54.98370630000136,0.9396854022643022,0.93617873960525,0.017763853479763118,0.9399859733493638
60,0.07884470492039086,0.27495008243704744,0.0001239495859096339,54.84695370000554,0.9385833082857429,0.932772267307885,0.018418913208490897,0.9399859733493638
61,0.07877945135083964,0.2723775925388876,0.0001188101058156453,54.90028090000851,0.9377817853922452,0.9363791203286244,0.017951075952843856,0.9399859733493638
62,0.07809982894164211,0.2759872316189532,0.00011370862653429305,54.942245600002934,0.9378819757539325,0.9335737902013826,0.01830132433736107,0.9399859733493638
